word,tag,sentence
jaerlijx,O,24
en,O,24
te,O,24
leune,O,24
binne,O,24
audennarde,B-LOC,24
op,O,24
haers,O,24
selfs,O,24
cost,O,24
danine,B-PERS,24
voers,O,24
of,O,24
sinen,O,24
nacomms,O,24
deerste,O,24
Rente,O,24
te,O,24
kerssauonde,B-DATE,24
jnt,O,24
jaer,O,24
drie.,O,24
en,O,24
Neghentich,O,24
eerst,O,24
comende,O,24
En,O,24
onbegpen,O,24
te,O,24
sine,O,24
van,O,24
uulgheldene,O,24
tot,O,24
sente,B-LOC,24
marien,I-LOC,24
lichtmesse,I-LOC,24
daer,O,24
naest,O,24
volghende.,O,24
En,O,24
alsoe,O,24
voert,O,24
van,O,24
jare,O,24
te,O,24
jare,O,24
te,O,24
gheldene,O,24
en,O,24
te,O,24
leune,O,24
elcs,O,24
jaers,O,24
telke,O,24
kerssauonde,B-DATE,24
eewelijc,O,24
en,O,24
eerfelijc,O,24
duerende,O,24
En,O,24
wel,O,24
es,O,24
te,O,24
wetene,O,24
dat,O,24
adryaen,B-PERS,24
voers,O,24
es,O,24
comen,O,24
jn,O,24
ppren,O,24
psoene,O,24
voor,O,24
den,O,24
meye,O,24
en,O,24
vor,O,24
de,O,24
wet,O,24
miins,O,24
heen,O,24
va,O,24
vlaendre,B-LOC,24
jn,O,24
sente,B-LOC,24
mtins,I-LOC,24
lierde,I-LOC,24
en,O,24
heeft,O,24
wel,O,24
en,O,24
wettelike,O,24
op,O,24
bracht,O,24
den,O,24
meye,O,24
jn,O,24
handen,O,24
naer,O,24
costuyme,O,24
en,O,24
vsage,O,24
van,O,24
d,O,24
wet,O,24
alse,O,24
pand,O,24
en,O,24
borghe,O,24
ou,O,24
de,O,24
voers,O,24
eerfelike,O,24
rente,O,24
van,O,24
.vier.,B-MONEY,24
pond,I-MONEY,24
paris,I-MONEY,24
siars,O,24
te,O,24
danin,B-PERS,24
pinchemaelges,I-PERS,24
bouf,O,24
en,O,24
sire,O,24
nacoms,O,24
en,O,24
heefse,O,24
speciaellike,O,24
beset,O,24
en,O,24
bewijst,O,24
te,O,24
heffene,O,24
en,O,24
te,O,24
jnnene,O,24
jaerlijx,O,24
op,O,24
een.,O,24
stuc,O,24
lants,O,24
.neghen.,O,24
dachwat,O,24
groot,O,24
lettel,O,24
min,O,24
of,O,24
meer,O,24
ligghende,O,24
in,O,24
tvelt,O,24
voor,O,24
sutters,B-LOC,24
En,O,24
voert,O,24
op,O,24
.een.,O,24
stuc,O,24
lants,O,24
.vier.,O,24
buenre,O,24
groot,O,24
lettel,O,24
min,O,24
of,O,24
meer,O,24
der,O,24
neffens,O,24
gheleghen,O,24
jnt,O,24
capelle,O,24
velt,O,24
twelke,O,24
lant,O,24
men,O,24
al,O,24
hout,O,24
va,O,24
minen,O,24
hee,O,24
va,O,24
vlaendre,B-LOC,24
ligghende,O,24
in,O,24
de,O,24
pchie,O,24
van,O,24
sente,B-LOC,24
mtins,I-LOC,24
lierde,I-LOC,24
En,O,24
van,O,24
al,O,24
al,O,24
desen,O,24
voers,O,24
bewijse,O,24
Onteerfde,O,24
hem,O,24
adryaen,B-PERS,24
voers,O,24
wel,O,24
en,O,24
wettelijc,O,24
En,O,24
doe,O,24
de,O,24
voers,O,24
danin,B-PERS,24
in,O,24
gheheruet,O,24
wetteleke,O,24
En,O,24
voert,O,24
soe,O,24
drouch,O,24
danin,B-PERS,24
voers,O,24
dit,O,24
voers,O,24
bewijs,O,24
wed,O,24
op,O,24
wetteleke,O,24
den,O,24
meye,O,24
jn,O,24
handen,O,24
te,O,24
adryaens,B-PERS,24
bouf,O,24
om,O,24
te,O,24
besittene,O,24
scampeloes,O,24
also,O,24
langhe,O,24
als,O,24
men,O,24
de,O,24
voers,O,24
Rente,O,24
jaerlijx,O,24
wel,O,24
ghelden,O,24
sal,O,24
jn,O,24
d,O,24
maniere,O,24
vors,O,24
En,O,24
ware,O,24
alsoe,O,24
dat,O,24
adryaen,B-PERS,24
vors,O,24
of,O,24
ziin,O,24
oir,O,24
en,O,24
nacoms,O,24
jn,O,24
fauten,O,24
en,O,24
jn,O,24
ghebreke,O,24
waren,O,24
van,O,24
des,O,24
voers,O,24
eerfeliker,O,24
Renten,O,24
te,O,24
betaelne,O,24
en,O,24
te,O,24
leune,O,24
ten,O,24
voers,O,24
daghe,O,24
ghelijc,O,24
dat,O,24
voren,O,24
vclaert,O,24
in,O,24
deele,O,24
of,O,24
in,O,24
al,O,24
en,O,24
dat,O,24
sente,B-DATE,24
marien,I-DATE,24
lichtmesse,I-DATE,24
ou,O,24
lede,O,24
Soe,O,24
mochte,O,24
danin,B-PERS,24
pinchemaelge,I-PERS,24
voers,O,24
of,O,24
ziin,O,24
hoir,O,24
theen,O,24
of,O,24
doen,O,24
vtheen,O,24
ofte,O,24
elre,O,24
besteden,O,24
waer,O,24
zij,O,24
wilden,O,24
op,O,24
tvoers,O,24
bewijs,O,24
.vier.,B-MONEY,24
s,I-MONEY,24
paris,I-MONEY,24
sdaechs,O,24
van,O,24
dan,O,24
voert,O,24
an,O,24
tot,O,24
tijt,O,24
dat,O,24
sij,O,24
uulcomelike,O,24
betaelt,O,24
souden,O,24
ziin,O,24
van,O,24
d,O,24
voers,O,24
eerfelik,O,24
Renten,O,24
En,O,24
van,O,24
d,O,24
theen,O,24
en,O,24
dat,O,24
te,O,24
doene,O,24
als,O,24
menichwaerf,O,24
als,O,24
te,O,24
doene,O,24
soude,O,24
ziin,O,24
sond,O,24
de,O,24
pncipale,O,24
scult,O,24
of,O,24
rente,O,24
van,O,24
yeute,O,24
te,O,24
minderne,O,24
Voert,O,24
es,O,24
te,O,24
wetene,O,24
ware,O,24
alsoe,O,24
dat,O,24
danin,B-PERS,24
pinchemaelge,I-PERS,24
voers,O,24
of,O,24
ziin,O,24
hoir,O,24
eeneghe,O,24
cost,O,24
of,O,24
scade,O,24
hadden,O,24
jn,O,24
wat,O,24
maniere,O,24
dat,O,24
ware,O,24
ome,O,24
de,O,24
voers,O,24
eerfelike,O,24
rente,O,24
te,O,24
vuolghene,O,24
alle,O,24
die,O,24
coste,O,24
en,O,24
scaden,O,24
moeste,O,24
hem,O,24
Adryaen,B-PERS,24
voers,O,24
op,O,24
rechte,O,24
en,O,24
ghelden,O,24
te,O,24
haren,O,24
sympelen,O,24
zegghene,O,24
sond,O,24
ande,O,24
prueue,O,24
der,O,24
toe,O,24
te,O,24
doene,O,24
Voert,O,24
mochte,O,24
danin,B-PERS,24
pinchemaelge,I-PERS,24
of,O,24
ziin,O,24
hoir,O,24
dan,O,24
comen,O,24
an,O,24
den,O,24
meye,O,24
en,O,24
an,O,24
de,O,24
wet,O,24
voers,O,24
toeghen,O,24
ziin,O,24
ghebrec,O,24
dies,O,24
men,O,24
hem,O,24
gheloeuen,O,24
moeste,O,24
en,O,24
dan,O,24
soudse,O,24
de,O,24
meye,O,24
en,O,24
de,O,24
wet,O,24
doen,O,24
t,O,24
voers,O,24
eerfachticheden,O,24
jn,O,24
ald,O,24
maniere,O,24
ghelijc,O,24
dat,O,24
ment,O,24
dan,O,24
vinde,O,24
soude,O,24
met,O,24
allen,O,24
den,O,24
catteylen,O,24
diere,O,24
dan,O,24
op,O,24
staen,O,24
zouden,O,24
eertuast,O,24
of,O,24
naghel,O,24
vast,O,24
ome,O,24
te,O,24
besittene,O,24
te,O,24
notene,O,24
te,O,24
plotene,O,24
en,O,24
al,O,24
haer,O,24
pfijt,O,24
der,O,24
mede,O,24
te,O,24
doene,O,24
eewelijc,O,24
en,O,24
eerfelijc,O,24
ghelijc,O,24
sinen,O,24
anden,O,24
ppren,O,24
goede,O,24
behouden,O,24
altoes,O,24
sheen,O,24
Rechte,O,24
En,O,24
adelinx,O,24
Rechte,O,24
Voert,O,24
es,O,24
te,O,24
wetene,O,24
dat,O,24
adryaen,B-PERS,24
of,O,24
ziin,O,24
hoir,O,24
dit,O,24
voers,O,24
bewijs,O,24
zullen,O,24
moghen,O,24
zuueren,O,24
en,O,24
de,O,24
voers,O,24
eerfelike,O,24
Rente,O,24
bewijsen,O,24
en,O,24
besetten,O,24
binnen,O,24
d,O,24
stede,O,24
van,O,24
audennarde,B-LOC,24
of,O,24
binnen,O,24
.eenre.,O,24
milen,O,24
daeromtrent,O,24
daer,O,24
soe,O,24
wel,O,24
en,O,24
soffisantelike,O,24
beset,O,24
sal,O,24
ziin,O,24
ten,O,24
goetdinkene,O,24
van,O,24
scepenen,O,24
daer,O,24
ond,O,24
dat,O,24
ment,O,24
bewijsen,O,24
soude,O,24
En,O,24
voert,O,24
es,O,24
wel,O,24
besproken,O,24
en,O,24
vorworde,O,24
dat,O,24
danin,B-PERS,24
voreghenot,O,24
no,O,24
ziin,O,24
hoir,O,24
de,O,24
voers,O,24
Rente,O,24
thee,O,24
no,O,24
coste,O,24
niet,O,24
verliezen,O,24
en,O,24
mach,O,24
no,O,24
gheen,O,24
payment,O,24
van,O,24
d,O,24
Renten,O,24
vmindt,O,24
ziin,O,24
sal,O,24
jn,O,24
eenegher,O,24
maniere,O,24
al,O,24
waert,O,24
dat,O,24
tempeest,O,24
orloghe,O,24
muete,O,24
of,O,24
ande,O,24
beroerte,O,24
jnt,O,24
lant,O,24
qme,O,24
dies,O,24
god,O,24
verden,O,24
moet,O,24
Ofte,O,24
dat,O,24
men,O,24
adryane,B-PERS,24
Ofte,O,24
den,O,24
besitte,O,24
van,O,24
den,O,24
pande,O,24
dwonghe,O,24
tghelt,O,24
elre,O,24
te,O,24
gheuene,O,24
ofte,O,24
dat,O,24
men,O,24
de,O,24
vor,O,24
seyden,O,24
pant,O,24
niet,O,24
winne,O,24
no,O,24
zayen,O,24
no,O,24
mayen,O,24
en,O,24
mochte,O,24
Nochtan,O,24
moeste,O,24
danin,B-PERS,24
voers,O,24
en,O,24
ziin,O,24
nacoms,O,24
betaelt,O,24
ziin,O,24
van,O,24
al,O,24
voerscuen,O,24
van,O,24
Renten,O,24
theen,O,24
en,O,24
costen,O,24
En,O,24
als,O,24
waert,O,24
dat,O,24
an,O,24
dese,O,24
voers,O,24
beloften,O,24
eenich,O,24
ghebrec,O,24
ware,O,24
dat,O,24
ghebrec,O,24
heeft,O,24
adryaen,B-PERS,24
vornoot,O,24
belooft,O,24
bij,O,24
trouwen,O,24
als,O,24
goet,O,24
man,O,24
ou,O,24
hem,O,24
en,O,24
ziin,O,24
nacoms,O,24
op,O,24
hem,O,24
en,O,24
op,O,24
al,O,24
tsine,O,24
van,O,24
al,O,24
tal,O,24
te,O,24
uuldoene,O,24
sond,O,24
fraude,O,24
of,O,24
arghelist,O,24
Dit,O,24
was,O,24
wel,O,24
en,O,24
wetteleke,O,24
uuldaen,O,24
met,O,24
alle,O,24
den,O,24
maninghe,O,24
en,O,24
wetteleken,O,24
vonnessen,O,24
diere,O,24
toe,O,24
behoorden,O,24
ghedaen,O,24
te,O,24
sine,O,24
al,O,24
naer,O,24
costuyme,O,24
en,O,24
vsage,O,24
van,O,24
d,O,24
wet,O,24
bij,O,24
maninghen,O,24
va,O,24
jan,B-PERS,24
Compeine,I-PERS,24
als,O,24
meye,O,24
en,O,24
wetteleec,O,24
maenre,O,24
mins,O,24
gheduchts,O,24
heen,O,24
van,O,24
bourgongen,B-LOC,24
gue,B-PERS,24
van,I-PERS,24
vlaendre,I-PERS,24
En,O,24
mire,O,24
vrouwen,O,24
als,O,24
eerfachteghe,O,24
vrouwe,O,24
Ende,O,24
bij,O,24
wijsdoeme,O,24
van,O,24
jacop,B-PERS,24
faynyaerde,I-PERS,24
ghijselb,B-PERS,24
vand,I-PERS,24
beken,I-PERS,24
gheeraert,B-PERS,24
coelins,I-PERS,24
en,O,24
jan,B-PERS,24
va,I-PERS,24
lenthout,I-PERS,24
claus,B-PERS,24
sone,O,24
Alse,O,24
scepene,O,24
miins,O,24
heen,O,24
va,O,24
vlaendre,B-LOC,24
jn,O,24
Sentemtins,B-LOC,24
lierde,I-LOC,24
Dit,O,24
was,O,24
ghedaen,O,24
jnt,O,24
jaer,O,24
ons,O,24
heeren,O,24
als,O,24
men,O,24
screef,O,24
duysentich.,B-DATE,24
drie.,I-DATE,24
hondert.,I-DATE,24
drie.,I-DATE,24
ende,I-DATE,24
neghentich.,I-DATE,24
tuutgane,I-DATE,24
van,I-DATE,24
braecmaende,I-DATE,24
Weten,O,25
alle,O,25
die,O,25
sijn,O,25
ende,O,25
die,O,25
te,O,25
comene,O,25
zijn,O,25
Dat,O,25
gillis,B-PERS,25
van,I-PERS,25
elst,I-PERS,25
heeft,O,25
ghecocht,O,25
ende,O,25
ghecreghen,O,25
wel,O,25
ende,O,25
wettelic,O,25
ende,O,25
wel,O,25
betaelt,O,25
jeghe,O,25
jane,B-PERS,25
den,I-PERS,25
hert,I-PERS,25
ende,O,25
joncfr,O,25
beatrice,B-PERS,25
sriken,I-PERS,25
sijn,O,25
wetteghe,O,25
wijf,O,25
zes,B-MONEY,25
pond,I-MONEY,25
par,I-MONEY,25
tsiaers,O,25
erueliker,O,25
rente,O,25
eewelic,O,25
en,O,25
emmermee,O,25
duerede,O,25
jaerlix,O,25
vallende,O,25
te,O,25
kerssauonde,B-DATE,25
tote,O,25
onser,B-DATE,25
vrouwe,I-DATE,25
daghelicht,I-DATE,25
messe,I-DATE,25
daer,O,25
naest,O,25
volghende,O,25
onbegrepe,O,25
en,O,25
onbescaedt,O,25
te,O,25
sine,O,25
deerste,O,25
paymet,O,25
vallen,O,25
int,O,25
jaer,O,25
van,O,25
.lxxxix.,B-DATE,25
Ende,O,25
alsoe,O,25
voort,O,25
van,O,25
jare,O,25
te,O,25
jare,O,25
te,O,25
betaelne,O,25
met,O,25
alsulken,O,25
ghelde,O,25
alse,O,25
ghehinghe,O,25
ende,O,25
gaue,O,25
in,O,25
vlaendren,B-LOC,25
in,O,25
borzen,O,25
gaen,O,25
sal,O,25
telken,O,25
daghe,O,25
van,O,25
paymente,O,25
binne,O,25
der,O,25
stede,O,25
van,O,25
ghend,B-LOC,25
sonder,O,25
des,O,25
coepers,O,25
cost,O,25
den,O,25
vors,O,25
gillisse,B-PERS,25
ofte,O,25
den,O,25
ghene,O,25
die,O,25
de,O,25
ieghewordeghe,O,25
cyrographie,O,25
toe,O,25
sal,O,25
van,O,25
den,O,25
vors,O,25
gillisse,B-PERS,25
Ende,O,25
dese,O,25
vors,O,25
eruelike,O,25
rente,O,25
hebben,O,25
de,O,25
vors,O,25
vercoepers,O,25
wettelic,O,25
besedt,O,25
bepandt,O,25
en,O,25
bewijst,O,25
vp,O,25
diuse,O,25
perceele,O,25
hier,O,25
na,O,25
verclaert,O,25
Jnt,O,25
eerste,O,25
vp,O,25
.1,O,25
/2.,O,25
buunre,O,25
vrijs,O,25
lants,O,25
vp,O,25
de,O,25
doerencouter,O,25
neuen,O,25
de,O,25
merghelputte,O,25
gheleghen,O,25
Jtem,O,25
vp,O,25
.1,O,25
/2.,O,25
buunre,O,25
ten,O,25
boemghaerde,O,25
gheleghen,O,25
met,O,25
.iij.,B-MONEY,25
gro,I-MONEY,25
tsiaers,O,25
vri,O,25
daer,O,25
wt,O,25
gaende,O,25
den,O,25
prochipape,O,25
van,O,25
aspelaer,B-LOC,25
Jte,O,25
.1,O,25
/2.,O,25
buunre,O,25
vrijs,O,25
erues,O,25
int,O,25
wolfedale,O,25
velt,O,25
gheleghen,O,25
Jtem,O,25
vp,O,25
.j.,O,25
dachwant,O,25
lants,O,25
gheleghen,O,25
vp,O,25
de,O,25
meere,O,25
met,O,25
.ij.,O,25
vaten,O,25
euenen,O,25
daer,O,25
wt,O,25
gaende,O,25
Jtem,O,25
.1,O,25
/2.,O,25
buunre,O,25
scoeflants,O,25
in,O,25
boschvelt,O,25
gheleghen,O,25
met,O,25
.iiij.,O,25
inghel,O,25
daer,O,25
wt,O,25
gaende,O,25
Jtem,O,25
vp,O,25
.j.,O,25
dachwant,O,25
meerschs,O,25
in,O,25
kakebroec,B-LOC,25
gheleghen,O,25
met,O,25
.iij.,O,25
muedekine,O,25
euene,O,25
daer,O,25
wt,O,25
gaede,O,25
jtem,O,25
.j.,O,25
dachwant,O,25
merschs,O,25
in,O,25
lancbrouc,B-LOC,25
gheleghen,O,25
met,O,25
.j.,O,25
d,O,25
daer,O,25
wt,O,25
gaende,O,25
jtem,O,25
een,O,25
dachwant,O,25
lants,O,25
vri,O,25
vp,O,25
de,O,25
asselt,B-LOC,25
couter,I-LOC,25
in,O,25
de,O,25
bodem,O,25
sonder,O,25
meer,O,25
voercomers,O,25
vp,O,25
al,O,25
tvors,O,25
bezet,O,25
Ende,O,25
waert,O,25
alsoe,O,25
datter,O,25
meer,O,25
voercomers,O,25
vp,O,25
vonden,O,25
worde,O,25
dan,O,25
hier,O,25
vorscreue,O,25
es,O,25
ende,O,25
men,O,25
in,O,25
ghebreke,O,25
ware,O,25
van,O,25
gheldinghe,O,25
van,O,25
der,O,25
vors,O,25
rente,O,25
ieghen,O,25
den,O,25
vors,O,25
gillisse,B-PERS,25
so,O,25
hebben,O,25
de,O,25
vors,O,25
vercoepers,O,25
gheconsenteert,O,25
en,O,25
ghelooft,O,25
de,O,25
vors,O,25
vorwaerde,O,25
te,O,25
vulcomene,O,25
ende,O,25
al,O,25
te,O,25
vuldoene,O,25
vp,O,25
he,O,25
en,O,25
vp,O,25
thare,O,25
dat,O,25
sij,O,25
hebben,O,25
ofte,O,25
hebben,O,25
moghen,O,25
beede,O,25
haue,O,25
ende,O,25
erue,O,25
binnen,O,25
den,O,25
eerscepe,O,25
van,O,25
aspelaer,B-LOC,25
Voort,O,25
es,O,25
te,O,25
wetene,O,25
gheuiele,O,25
alsoe,O,25
dat,O,25
onser,B-DATE,25
vrouwendach,I-DATE,25
lichtmesse,I-DATE,25
ouerlede,O,25
ende,O,25
de,O,25
vors,O,25
gillis,B-PERS,25
ofte,O,25
de,O,25
bringhere,O,25
deser,O,25
cyrographien,O,25
niet,O,25
betaelt,O,25
en,O,25
ware,O,25
ghelijc,O,25
vorscreue,O,25
es,O,25
en,O,25
hi,O,25
wettelic,O,25
sijn,O,25
ghebrec,O,25
toghede,O,25
so,O,25
soude,O,25
gillis,B-PERS,25
vors,O,25
ofte,O,25
de,O,25
bringhere,O,25
der,O,25
cyrographien,O,25
moghen,O,25
vertheere,O,25
waer,O,25
hij,O,25
willen,O,25
soude,O,25
.iij.,B-MONEY,25
sc,I-MONEY,25
par,I-MONEY,25
sdaeghs,O,25
vp,O,25
den,O,25
vors,O,25
pant,O,25
sonder,O,25
de,O,25
principael,O,25
rente,O,25
yet,O,25
te,O,25
minderne,O,25
.xiiij.,O,25
daghe,O,25
lanc,O,25
duerende,O,25
vp,O,25
dat,O,25
hi,O,25
niet,O,25
eer,O,25
vulbetaelt,O,25
en,O,25
ware,O,25
Ende,O,25
daer,O,25
na,O,25
so,O,25
mochte,O,25
hi,O,25
ouergheuen,O,25
den,O,25
balliu,O,25
van,O,25
de,O,25
dorpe,O,25
van,O,25
aspelaer,B-LOC,25
vp,O,25
tvors,O,25
bewijs,O,25
de,O,25
ghifte,O,25
van,O,25
.iij.,B-MONEY,25
lb,I-MONEY,25
par,I-MONEY,25
sonder,O,25
de,O,25
principale,O,25
rente,O,25
yet,O,25
te,O,25
minderne,O,25
Ende,O,25
mids,O,25
der,O,25
ghiften,O,25
vors,O,25
so,O,25
soude,O,25
de,O,25
vors,O,25
bailliu,O,25
den,O,25
vors,O,25
gillisse,B-PERS,25
of,O,25
den,O,25
bringhere,O,25
der,O,25
cyrographien,O,25
jnninghe,O,25
doen,O,25
hebben,O,25
van,O,25
der,O,25
vors,O,25
renten,O,25
ofte,O,25
ghebrukenesse,O,25
van,O,25
den,O,25
vors,O,25
pande,O,25
daer,O,25
ane,O,25
verhalende,O,25
alle,O,25
coste,O,25
en,O,25
scade,O,25
te,O,25
hare,O,25
simplen,O,25
segghene,O,25
ofte,O,25
ten,O,25
vterste,O,25
den,O,25
vors,O,25
pant,O,25
houdende,O,25
ende,O,25
besittende,O,25
paysiuelic,O,25
notende,O,25
plotende,O,25
vromede,O,25
en,O,25
ontvromende,O,25
eewelic,O,25
en,O,25
emmermee,O,25
alse,O,25
haer,O,25
pper,O,25
erue,O,25
behouden,O,25
sheeren,O,25
rechte,O,25
nalinx,O,25
en,O,25
elcs,O,25
anders,O,25
Ende,O,25
altoes,O,25
den,O,25
bringhere,O,25
van,O,25
deser,O,25
wettegher,O,25
cyrographien,O,25
alse,O,25
werlijc,O,25
man,O,25
jnre,O,25
wesende,O,25
van,O,25
der,O,25
vors,O,25
renten,O,25
Ende,O,25
hier,O,25
toe,O,25
was,O,25
wettelic,O,25
ghedaen,O,25
al,O,25
datter,O,25
toe,O,25
behoerde,O,25
ghedaen,O,25
te,O,25
sine,O,25
metten,O,25
rechte,O,25
na,O,25
zede,O,25
ende,O,25
costume,O,25
der,O,25
wettelicheit,O,25
des,O,25
doorps,O,25
van,O,25
aspelaer,B-LOC,25
En,O,25
ware,O,25
hier,O,25
ouer,O,25
als,O,25
meyer,O,25
in,O,25
aspelaer,B-LOC,25
jan,B-PERS,25
van,I-PERS,25
liedekerke,I-PERS,25
en,O,25
alse,O,25
scepen,O,25
van,O,25
den,O,25
selue,O,25
doorpe,O,25
jan,B-PERS,25
ferrant,I-PERS,25
wout,B-PERS,25
spikinc,I-PERS,25
heinric,B-PERS,25
der,I-PERS,25
kinder,I-PERS,25
jan,B-PERS,25
pieters,I-PERS,25
en,O,25
wouter,B-PERS,25
papeians,I-PERS,25
Jnt,O,25
iaer,O,25
ons,O,25
heen,O,25
doe,O,25
men,O,25
screef,O,25
m.ccc.,B-DATE,25
en,I-DATE,25
lxxxviij.,I-DATE,25
ter,I-DATE,25
haluer,I-DATE,25
maend,I-DATE,25
van,I-DATE,25
december,I-DATE,25
kenlijc,O,26
zij,O,26
allen,O,26
lieden,O,26
Dat,O,26
jan,B-PERS,26
van,I-PERS,26
beyaert,I-PERS,26
jans,B-PERS,26
sone,O,26
heeft,O,26
ghecocht,O,26
ende,O,26
ghecreghen,O,26
bi,O,26
goeder,O,26
ghetrouwer,O,26
vorworden,O,26
jeghen,O,26
lieuaert,B-PERS,26
Crachte,I-PERS,26
Arende,B-PERS,26
van,I-PERS,26
den,I-PERS,26
vergiere,I-PERS,26
ende,O,26
kerstiane,B-PERS,26
Lieuins,I-PERS,26
als,O,26
prouiserers,O,26
van,O,26
der,O,26
kerken,O,26
van,O,26
pamele,B-LOC,26
in,O,26
desen,O,26
tijt,O,26
Een,O,26
vierendeel,O,26
van,O,26
den,O,26
huus,O,26
ende,O,26
herue,O,26
dat,O,26
staet,O,26
te,O,26
pamele,B-LOC,26
vp,O,26
de,O,26
schelde,B-LOC,26
tusschen,O,26
gillis,B-PERS,26
svogheleeren,I-PERS,26
huus,O,26
ende,O,26
erue,O,26
was,O,26
an,O,26
deen,O,26
zide,O,26
Ende,O,26
Arend,B-PERS,26
zoets,I-PERS,26
huus,O,26
ende,O,26
erue,O,26
an,O,26
dander,O,26
zijde,O,26
dwelke,O,26
vors,O,26
vierendeel,O,26
van,O,26
den,O,26
vors,O,26
huus,O,26
en,O,26
erue,O,26
der,O,26
kerken,O,26
van,O,26
pamele,B-LOC,26
toequam,O,26
ende,O,26
verstaerf,O,26
va,O,26
joncfr,O,26
janen,B-PERS,26
jans,B-PERS,26
wijf,O,26
was,O,26
van,O,26
den,B-LOC,26
heede,I-LOC,26
Dit,O,26
ome,O,26
achte,B-MONEY,26
schellinghe,I-MONEY,26
paris,I-MONEY,26
siaers,O,26
al,O,26
sulker,O,26
munten,O,26
als,O,26
daermede,O,26
dat,O,26
me,O,26
erfeleke,O,26
Rente,O,26
ghelden,O,26
ende,O,26
betalen,O,26
sal,O,26
binnen,O,26
der,O,26
stede,O,26
van,O,26
Audenaerde,B-LOC,26
ten,O,26
daghen,O,26
dat,O,26
dese,O,26
vors,O,26
Rente,O,26
vallen,O,26
sal,O,26
Ende,O,26
dese,O,26
vors,O,26
viij.,B-MONEY,26
sc,I-MONEY,26
paris,I-MONEY,26
siaers,O,26
te,O,26
gheldene,O,26
jaerlijcx,O,26
telken,O,26
half,O,26
aprulle,B-DATE,26
eewelijc,O,26
ende,O,26
erfelijc,O,26
duerende,O,26
Ende,O,26
van,O,26
desen,O,26
vors,O,26
vierendeele,O,26
van,O,26
den,O,26
vors,O,26
huus,O,26
ende,O,26
herue,O,26
So,O,26
hebben,O,26
hem,O,26
de,O,26
vors,O,26
prouiseres,O,26
met,O,26
voegde,O,26
in,O,26
den,O,26
name,O,26
van,O,26
der,O,26
kerken,O,26
vors,O,26
wel,O,26
en,O,26
wettelijc,O,26
onduut,O,26
en,O,26
onderft,O,26
behoudende,O,26
der,O,26
vp,O,26
de,O,26
vors,O,26
viij,O,26
sc,O,26
paris,O,26
siaers,O,26
t,O,26
kerken,O,26
bouf,O,26
vors,O,26
Ende,O,26
doe,O,26
so,O,26
wasser,O,26
jan,B-PERS,26
van,I-PERS,26
beyaert,I-PERS,26
vors,O,26
wel,O,26
en,O,26
wettel,O,26
toe,O,26
ghedaen,O,26
ende,O,26
der,O,26
in,O,26
gheheruet,O,26
naer,O,26
wet,O,26
costume,O,26
ende,O,26
vsage,O,26
van,O,26
der,O,26
vrijheden,O,26
van,O,26
auden,B-LOC,26
Ende,O,26
heeft,O,26
voort,O,26
de,O,26
vors,O,26
jan,B-PERS,26
gheloeft,O,26
ende,O,26
bewijst,O,26
ware,O,26
alsoe,O,26
dat,O,26
an,O,26
dit,O,26
vors,O,26
vierendeel,O,26
van,O,26
den,O,26
huus,O,26
en,O,26
erue,O,26
Eenich,O,26
ghebrec,O,26
ware,O,26
van,O,26
den,O,26
vors,O,26
.viij.,B-MONEY,26
sc,I-MONEY,26
siaers,O,26
te,O,26
verhaelne,O,26
die,O,26
voort,O,26
te,O,26
jnnene,O,26
ende,O,26
te,O,26
verreekene,O,26
op,O,26
sijn,O,26
huus,O,26
ende,O,26
erue,O,26
staende,O,26
vp,O,26
de,O,26
selue,O,26
side,O,26
naest,O,26
goessins,B-PERS,26
huse,O,26
van,B-PERS,26
hauteghe,I-PERS,26
Jn,O,26
kennessen,O,26
der,O,26
waerheden,O,26
So,O,26
hebben,O,26
wij,O,26
fransoys,B-PERS,26
Crupeninc,I-PERS,26
Coelaerd,B-PERS,26
Lodemaer,I-PERS,26
Ende,O,26
jan,B-PERS,26
Lodewijcx,I-PERS,26
Alse,O,26
scepen,O,26
in,O,26
auden,B-LOC,26
dese,O,26
pnte,O,26
cyrogr,O,26
gheseghelt,O,26
elc,O,26
onser,O,26
met,O,26
sinen,O,26
zegle,O,26
vte,O,26
hanghende,O,26
Djt,O,26
was,O,26
ghedaen,O,26
jnt,O,26
jaer,O,26
ons,O,26
heeren,O,26
als,O,26
men,O,26
screef,O,26
.m.ccc,B-DATE,26
viue,I-DATE,26
ende,I-DATE,26
neghentich,I-DATE,26
den,I-DATE,26
xiiij,I-DATE,26
sten,I-DATE,26
dach,I-DATE,26
in,I-DATE,26
hoymaend,I-DATE,26
kont,O,27
en,O,27
kenlijc,O,27
sij,O,27
allen,O,27
lieden,O,27
dat,O,27
Dierlay,B-PERS,27
van,I-PERS,27
den,I-PERS,27
Wincle,I-PERS,27
en,O,27
jonfr,O,27
jane,B-PERS,27
siin,O,27
wett,O,27
wijf,O,27
alse,O,27
met,O,27
haren,O,27
wett,O,27
vooght,O,27
hebben,O,27
onderlinghe,O,27
bi,O,27
ghemeenen,O,27
consente,O,27
gheordineert,O,27
en,O,27
ghemaect,O,27
en,O,27
haer,O,27
kindre,O,27
ghegoed,O,27
naer,O,27
de,O,27
doot,O,27
van,O,27
hem,O,27
beeden,O,27
met,O,27
versienicheden,O,27
in,O,27
der,O,27
